https://www.nytimes.com/,199951,315,text/html
https://www.nytimes.com/section/us,145520,150,text/html
https://www.nytimes.com/2017/03/05/arts/design/asia-week-new-york-returns-to-the-spotlight.html,96704,126,text/html
https://www.nytimes.com/2017/03/03/realestate/downtown-brooklyn-rentals-ashland-hub.html,113987,120,text/html
http://www.nytimes.com/pages/automobiles/index.html,304009,448,text/html
https://www.nytimes.com/2017/03/04/us/los-angeles-deportation-immigration.html,102174,119,text/html
https://www.nytimes.com/2017/03/05/us/lester-tenney-dead.html,85799,98,text/html
https://www.nytimes.com/2017/03/05/business/dealbook/ex-employees-note-a-hint-of-turmoil-in-bridgewaters-recipe-for-success.html,100996,110,text/html
http://www.nytimes.com/subscriptions/Multiproduct/lp5558.html?campaignId=37WXW,27184,31,text/html
https://www.nytimes.com/2017/03/03/upshot/obamacare-got-their-goat-an-illustrated-guide-to-republicans-metaphors.html,111480,144,text/html
http://www.nytimes.com/pages/business/index.html,142797,143,text/html
https://www.nytimes.com/section/arts/music,141412,157,text/html
https://www.nytimes.com/2017/02/27/books/review/well-always-have-casablanca-noah-isenberg.html,93606,104,text/html
https://www.nytimes.com/2017/03/03/insider/what-were-reading.html,83681,119,text/html
https://www.nytimes.com/2017/03/03/arts/music/a-sputtering-violin-the-8-best-classical-music-moments-this-week.html,70806,98,text/html
https://www.nytimes.com/store/?action=click&contentCollection=NYT%20Store&contentPlacement=2&module=SectionsNav&pgtype=Homepage&region=TopBar&t=qry542&utm_campaign=NYT-HP&utm_content=hp_browsetree&utm_medium=HPB&utm_source=nytimes&version=BrowseTree,128145,169,text/html
https://www.nytimes.com/2017/03/04/opinion/sing-o-muse-of-the-mall-of-america.html,82974,102,text/html
https://www.nytimes.com/2017/03/03/insider/events/race-in-america-racial-progress-or-racist-progress.html,79902,102,text/html
https://www.nytimes.com/2017/03/01/magazine/sand-mining-india-how-to-steal-a-river.html,186409,107,text/html
https://www.nytimes.com/2017/03/05/business/detroit-automakers-emissions-standards.html,98922,112,text/html
https://www.nytimes.com/section/fashion,191004,187,text/html
https://www.nytimes.com/2017/02/28/well/eat/vitamins-gone-gummy.html?hp&target=comments,95359,109,text/html
https://www.nytimes.com/2017/03/05/world/middleeast/israel-marijuana-benjamin-netanyahu.html,81210,101,text/html
https://www.nytimes.com/2017/03/05/world/middleeast/israel-trump-antisemitism.html,100919,111,text/html
https://www.nytimes.com/2017/03/03/movies/interracial-couples-onscreen-loving-get-out.html,96187,120,text/html
https://www.nytimes.com/2017/03/02/sports/ncaabasketball/ivy-league-conference-ncaa-tournament.html,99701,119,text/html
https://www.nytimes.com/2017/02/28/well/live/colon-and-rectal-cancers-rising-in-young-people.html,97359,108,text/html
https://www.nytimes.com/2017/03/02/automobiles/autoreviews/genesis-g80-review.html,80320,99,text/html
https://www.nytimes.com/2017/03/05/sports/baseball/new-york-yankees-clint-fraziers-hair.html,106165,105,text/html
https://www.nytimes.com/video/opinion,179746,71,text/html
https://www.nytimes.com/2017/03/05/nyregion/intruder-brooklyn-apartment.html,92151,104,text/html
http://www.nytimes.com/slideshow/2017/03/05/t-magazine/fashion/junya-watanabe-comme-des-garcons-paris-fashion-week/s/junya-watanabe-comme-des--slide-6LZV.html,58661,32,text/html
https://www.nytimes.com/video?src=vidm,219053,99,text/html
https://www.nytimes.com/section/education,161786,168,text/html
